Year,Model,Total_Price(RM),Price_per_month(RM),Mileage(km),Transmission,Location,Highlight,URL,Brand
2018,hr-v i-vtec e 1.8,56400.0,655.0,115548.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/honda/hr-v/2018-honda-hr-v-i-vtec-e-1.8/c3t7500,Honda
2022,city e i-vtec 1.5,67800.0,743.0,43950.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",with principal warranty,https://www.carsome.my/buy-car/honda/city/2022-honda-city-e-i-vtec-1.5/cpf8500,Honda
2013,almera e 1.5,18900.0,276.0,109321.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",-,https://www.carsome.my/buy-car/nissan/almera/2013-nissan-almera-e-1.5/c0u8500,Nissan
2023,saga standard 1.3,31300.0,343.0,23796.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",with principal warranty,https://www.carsome.my/buy-car/proton/saga/2023-proton-saga-standard-1.3/c0c9500,Proton
2015,preve executive 1.6,18900.0,257.0,131137.0,A,"carsome showroom melaka, melaka 10,512.9 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/preve/2015-proton-preve-executive-1.6/c7e3500,Proton
2018,almera e 1.5,35400.0,425.0,116692.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/nissan/almera/2018-nissan-almera-e-1.5/coh6500,Nissan
2023,corolla cross v 1.8,105900.0,1153.0,44854.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",with principal warranty,https://www.carsome.my/buy-car/toyota/corolla-cross/2023-toyota-corolla-cross-v-1.8/c9q8500,Toyota
2023,alza av 1.5,72400.0,793.0,48711.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",with principal warranty,https://www.carsome.my/buy-car/perodua/alza/2023-perodua-alza-av-1.5/chr8500,Perodua
2020,hiace panel 2.5,105000.0,1151.0,29736.0,M,"carsome showroom kempas, johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/toyota/hiace/2020-toyota-hiace-panel-2.5/cme7500,Toyota
2018,axia se 1.0,30900.0,371.0,82504.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2018-perodua-axia-se-1.0/c878500,Perodua
2023,axia av 1.0,44800.0,491.0,20317.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",with principal warranty,https://www.carsome.my/buy-car/perodua/axia/2023-perodua-axia-av-1.0/cyc8500,Perodua
2020,myvi g 1.3,38900.0,404.0,92649.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2020-perodua-myvi-g-1.3/cwc9500,Perodua
2013,preve executive 1.6,17900.0,262.0,178002.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/preve/2013-proton-preve-executive-1.6/c8p0500,Proton
2021,hilux v dual cab 2.4,107400.0,1177.0,89801.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",with principal warranty,https://www.carsome.my/buy-car/toyota/hilux/2021-toyota-hilux-v-dual-cab-2.4/cz37500,Toyota
2020,hr-v i-vtec rs 1.8,79000.0,866.0,95599.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/honda/hr-v/2020-honda-hr-v-i-vtec-rs-1.8/cab6500,Honda
2019,x70 tgdi premium 1.8,54800.0,587.0,110671.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",-,https://www.carsome.my/buy-car/proton/x70/2019-proton-x70-tgdi-premium-1.8/c8v7500,Proton
2016,bezza advance premium 1.3,31900.0,482.0,159148.0,A,"carsome showroom kuching, sarawak 14,543.4 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2016-perodua-bezza-advance-premium-1.3/ciq1500,Perodua
2023,iriz executive 1.6,39800.0,436.0,56093.0,A,"carsome showroom kota kinabalu, sabah 13,814.5 km
          away",-,https://www.carsome.my/buy-car/proton/iriz/2023-proton-iriz-executive-1.6/cxk6500,Proton
2018,saga standard 1.3,25400.0,305.0,92009.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/saga/2018-proton-saga-standard-1.3/c6o3500,Proton
2021,x50 tgdi flagship 1.5,69400.0,761.0,67864.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",-,https://www.carsome.my/buy-car/proton/x50/2021-proton-x50-tgdi-flagship-1.5/cwm8500,Proton
2016,hilux g dual cab 2.4,74900.0,1017.0,135729.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",-,https://www.carsome.my/buy-car/toyota/hilux/2016-toyota-hilux-g-dual-cab-2.4/cwj6500,Toyota
2020,alza ez 1.5,46000.0,504.0,125230.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2020-perodua-alza-ez-1.5/cpk8500,Perodua
2022,tiguan allspace elegance 1.4,103000.0,1129.0,62678.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",with principal warranty,https://www.carsome.my/buy-car/volkswagen/tiguan/2022-volkswagen-tiguan-allspace-elegance-1.4/cir6500,Volkswagen
2019,yaris e 1.5,56400.0,618.0,70875.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",-,https://www.carsome.my/buy-car/toyota/yaris/2019-toyota-yaris-e-1.5/cuq7500,Toyota
2020,jazz v i-vtec 1.5,66900.0,733.0,27980.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/honda/jazz/2020-honda-jazz-v-i-vtec-1.5/cfd9500,Honda
2017,civic tc vtec premium 1.5,78400.0,1046.0,104475.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/honda/civic/2017-honda-civic-tc-vtec-premium-1.5/c9m9500,Honda
2018,vios j 1.5,51900.0,623.0,102653.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2018-toyota-vios-j-1.5/c8j8500,Toyota
2017,asx 2.0,45800.0,611.0,96534.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/mitsubishi/asx/2017-mitsubishi-asx--2.0/cfm9500,Mitsubishi
2023,city v i-vtec 1.5,76900.0,843.0,30479.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/honda/city/2023-honda-city-v-i-vtec-1.5/c7p8500,Honda
2020,axia se 1.0,35400.0,388.0,39120.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2020-perodua-axia-se-1.0/cwf9500,Perodua
2016,civic s i-vtec 1.8,63600.0,864.0,122233.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/honda/civic/2016-honda-civic-s-i-vtec-1.8/cmw8500,Honda
2019,myvi av 1.5,44000.0,482.0,112289.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2019-perodua-myvi-av-1.5/cps7500,Perodua
2017,myvi se 1.5,35400.0,472.0,104419.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2017-perodua-myvi-se-1.5/ce2a500,Perodua
2018,myvi av 1.5,42600.0,511.0,105093.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2018-perodua-myvi-av-1.5/c4i9500,Perodua
2018,civic tc vtec 1.5,80400.0,965.0,101281.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/honda/civic/2018-honda-civic-tc-vtec-1.5/czd6500,Honda
2020,axia gxtra 1.0,32400.0,355.0,50611.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2020-perodua-axia-gxtra-1.0/c379500,Perodua
2020,x70 tgdi premium x 1.8,66000.0,696.0,108415.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/proton/x70/2020-proton-x70-tgdi-premium-x-1.8/cjw9500,Proton
2016,axia g 1.0,24000.0,326.0,136183.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2016-perodua-axia-g-1.0/cnq8500,Perodua
2020,myvi x 1.3,39900.0,437.0,67784.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2020-perodua-myvi-x-1.3/c5n7500,Perodua
2017,jazz e i-vtec 1.5,49400.0,659.0,103116.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/honda/jazz/2017-honda-jazz-e-i-vtec-1.5/ci2a500,Honda
2021,yaris g 1.5,65800.0,721.0,55189.0,A,"carsome pj automall, selangor 14,748.1 km
          away",with principal warranty,https://www.carsome.my/buy-car/toyota/yaris/2021-toyota-yaris-g-1.5/c5s6500,Toyota
2022,x50 tgdi flagship 1.5,75400.0,826.0,15936.0,A,"carsome showroom kota kinabalu, sabah 13,814.5 km
          away",with principal warranty,https://www.carsome.my/buy-car/proton/x50/2022-proton-x50-tgdi-flagship-1.5/cfj8500,Proton
2014,316i 1.6,39900.0,542.0,120042.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",luxury,https://www.carsome.my/buy-car/bmw/316i/2014-bmw-316i--1.6/c5p0500,BMW
2020,persona standard 1.6,30000.0,329.0,93010.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",-,https://www.carsome.my/buy-car/proton/persona/2020-proton-persona-standard-1.6/cn16500,Proton
2016,saga flx plus 1.3,18900.0,257.0,60812.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2016-proton-saga-flx-plus-1.3/cfe5500,Proton
2014,jazz i-vtec 1.5,36800.0,500.0,107370.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/honda/jazz/2014-honda-jazz-i-vtec-1.5/cus6500,Honda
2016,myvi se 1.5,33000.0,448.0,120515.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2016-perodua-myvi-se-1.5/ctn8500,Perodua
2019,axia se 1.0,31900.0,350.0,98697.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2019-perodua-axia-se-1.0/cdb8500,Perodua
2019,x70 tgdi premium 1.8,55400.0,587.0,95540.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/proton/x70/2019-proton-x70-tgdi-premium-1.8/cbg5500,Proton
2019,x70 tgdi executive 1.8,52400.0,552.0,96479.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",-,https://www.carsome.my/buy-car/proton/x70/2019-proton-x70-tgdi-executive-1.8/cdz7500,Proton
2021,hr-v i-vtec v 1.8,78400.0,839.0,68488.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",with principal warranty,https://www.carsome.my/buy-car/honda/hr-v/2021-honda-hr-v-i-vtec-v-1.8/crc9500,Honda
2022,myvi h 1.5,48900.0,536.0,56871.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",with principal warranty,https://www.carsome.my/buy-car/perodua/myvi/2022-perodua-myvi-h-1.5/cjd9500,Perodua
2017,br-v e i-vtec 1.5,39800.0,531.0,106969.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/honda/br-v/2017-honda-br-v-e-i-vtec-1.5/cr28500,Honda
2016,myvi se 1.5,33000.0,448.0,129823.0,A,"carsome showroom temerloh, pahang 14,682.9 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2016-perodua-myvi-se-1.5/cq49500,Perodua
2020,aruz av 1.5,54900.0,602.0,59432.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/perodua/aruz/2020-perodua-aruz-av-1.5/cuh9500,Perodua
2014,axia advance 1.0,23000.0,312.0,141015.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2014-perodua-axia-advance-1.0/cbn8500,Perodua
2017,cr-v tc-p vtec 1.5,86800.0,1158.0,90117.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/honda/cr-v/2017-honda-cr-v-tc-p-vtec-1.5/cfc9500,Honda
2022,xv gt edition eyesight 2.0,92900.0,993.0,63872.0,A,"carsome pj automall, selangor 14,748.1 km
          away",with principal warranty,https://www.carsome.my/buy-car/subaru/xv/2022-subaru-xv-gt-edition-eyesight-2.0/cij6500,Subaru
2019,city v i-vtec 1.5,58900.0,645.0,49916.0,A,"carsome showroom kota bharu, kelantan 14,408.9 km
          away",-,https://www.carsome.my/buy-car/honda/city/2019-honda-city-v-i-vtec-1.5/c5k9500,Honda
2019,city v i-vtec 1.5,58400.0,640.0,98989.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",-,https://www.carsome.my/buy-car/honda/city/2019-honda-city-v-i-vtec-1.5/cpc9500,Honda
2023,city rs i-vtec 1.5,82900.0,908.0,9869.0,A,"carsome pj automall, selangor 14,748.1 km
          away",with principal warranty,https://www.carsome.my/buy-car/honda/city/2023-honda-city-rs-i-vtec-1.5/c5o7500,Honda
2016,alza ez 1.5,34900.0,474.0,161070.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2016-perodua-alza-ez-1.5/cyj9500,Perodua
2020,bezza x 1.3,37800.0,414.0,92258.0,A,"carsome showroom kota bharu, kelantan 14,408.9 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2020-perodua-bezza-x-1.3/c2e6500,Perodua
2023,vios e 1.5,71900.0,788.0,55499.0,A,"carsome pj automall, selangor 14,748.1 km
          away",with principal warranty,https://www.carsome.my/buy-car/toyota/vios/2023-toyota-vios-e-1.5/c179500,Toyota
2019,cr-v tc vtec 1.5,90400.0,991.0,88819.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/honda/cr-v/2019-honda-cr-v-tc-vtec-1.5/ca86500,Honda
2016,hr-v i-vtec v 1.8,49900.0,678.0,125635.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/honda/hr-v/2016-honda-hr-v-i-vtec-v-1.8/cs04500,Honda
2016,axia se 1.0,25900.0,352.0,76075.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2016-perodua-axia-se-1.0/czba500,Perodua
2014,axia advance 1.0,23000.0,312.0,162748.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2014-perodua-axia-advance-1.0/c3e8500,Perodua
2019,axia se 1.0,31900.0,350.0,96256.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2019-perodua-axia-se-1.0/cs81500,Perodua
2020,myvi av 1.5,45800.0,502.0,88447.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2020-perodua-myvi-av-1.5/cw49500,Perodua
2019,bezza x premium 1.3,34400.0,377.0,130089.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2019-perodua-bezza-x-premium-1.3/c599500,Perodua
2019,exora turbo premium 1.6,36000.0,395.0,113526.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/proton/exora/2019-proton-exora-turbo-premium-1.6/cuv9500,Proton
2019,saga premium 1.3,29000.0,318.0,95106.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2019-proton-saga-premium-1.3/c1v8500,Proton
2019,myvi x 1.3,37000.0,405.0,110289.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2019-perodua-myvi-x-1.3/c5i8500,Perodua
2019,myvi av 1.5,44000.0,482.0,98274.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2019-perodua-myvi-av-1.5/cmv9500,Perodua
2019,c-hr 1.8,89400.0,980.0,92223.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/toyota/c-hr/2019-toyota-c-hr--1.8/c405500,Toyota
2014,cx-5 skyactiv-g 2.5,36400.0,494.0,188398.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/mazda/cx-5/2014-mazda-cx-5-skyactiv-g-2.5/cdq8500,Mazda
2014,exora bold cfe standard 1.6,19900.0,270.0,184614.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/proton/exora/2014-proton-exora-bold-cfe-standard-1.6/cya9500,Proton
2019,x70 tgdi premium 1.8,54800.0,587.0,118110.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/proton/x70/2019-proton-x70-tgdi-premium-1.8/c786500,Proton
2018,myvi av 1.5,42600.0,511.0,123247.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2018-perodua-myvi-av-1.5/c25a500,Perodua
2019,jazz s i-vtec 1.5,54900.0,602.0,105168.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/honda/jazz/2019-honda-jazz-s-i-vtec-1.5/csc8500,Honda
2014,accord i-vtec vti-l 2.0,41800.0,568.0,171997.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/honda/accord/2014-honda-accord-i-vtec-vti-l-2.0/cyv8500,Honda
2017,myvi se 1.5,35900.0,479.0,91861.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2017-perodua-myvi-se-1.5/ca79500,Perodua
2015,attrage gs 1.2,21400.0,291.0,106558.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/mitsubishi/attrage/2015-mitsubishi-attrage-gs-1.2/cb0a500,Mitsubishi
2017,cr-v i-vtec 2.4,57000.0,760.0,132098.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/honda/cr-v/2017-honda-cr-v-i-vtec-2.4/cos8500,Honda
2018,myvi h 1.5,40400.0,485.0,99149.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2018-perodua-myvi-h-1.5/c3d9500,Perodua
2018,civic tc vtec 1.5,79900.0,959.0,104026.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/honda/civic/2018-honda-civic-tc-vtec-1.5/c7b8500,Honda
2017,persona premium 1.6,28400.0,379.0,115598.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/proton/persona/2017-proton-persona-premium-1.6/c807500,Proton
2013,vios j 1.5,31900.0,467.0,169694.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2013-toyota-vios-j-1.5/c7a7500,Toyota
2019,x70 tgdi premium 1.8,54800.0,587.0,105495.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/proton/x70/2019-proton-x70-tgdi-premium-1.8/cyq8500,Proton
2020,myvi av 1.5,45800.0,502.0,56466.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2020-perodua-myvi-av-1.5/cpz7500,Perodua
2020,hilux rogue dual cab 2.8,106800.0,1170.0,59842.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",adventure,https://www.carsome.my/buy-car/toyota/hilux/2020-toyota-hilux-rogue-dual-cab-2.8/cl0y400,Toyota
2013,cr-v i-vtec 2.0,35900.0,525.0,156477.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/honda/cr-v/2013-honda-cr-v-i-vtec-2.0/cfp7500,Honda
